{'class_id': 0, 'confidence': 0.9946233630180359, 'box': [-1, 275, 58, 284]}
{'class_id': 0, 'confidence': 0.9776350855827332, 'box': [8, 182, 134, 202]}
{'class_id': 0, 'confidence': 0.9510341286659241, 'box': [737, 241, 107, 236]}
{'class_id': 63, 'confidence': 0.9017375111579895, 'box': [580, 361, 65, 78]}
{'class_id': 73, 'confidence': 0.533087968826294, 'box': [785, 232, 15, 36]}
{'class_id': 0, 'confidence': 0.9946233630180359, 'box': [-1, 275, 58, 284]}
{'class_id': 0, 'confidence': 0.9893513321876526, 'box': [280, 267, 167, 458]}
{'class_id': 0, 'confidence': 0.9459400773048401, 'box': [137, 288, 68, 128]}
{'class_id': 0, 'confidence': 0.9946083426475525, 'box': [280, 268, 167, 459]}
{'class_id': 0, 'confidence': 0.9939846396446228, 'box': [-1, 276, 60, 284]}
{'class_id': 0, 'confidence': 0.9420577883720398, 'box': [138, 287, 69, 129]}
{'class_id': 0, 'confidence': 0.9949392080307007, 'box': [280, 267, 167, 462]}
{'class_id': 0, 'confidence': 0.9923161864280701, 'box': [-1, 277, 60, 282]}
{'class_id': 0, 'confidence': 0.9742926955223083, 'box': [139, 285, 69, 133]}
{'class_id': 0, 'confidence': 0.9921884536743164, 'box': [281, 268, 167, 463]}
{'class_id': 0, 'confidence': 0.9903087615966797, 'box': [0, 275, 61, 286]}
{'class_id': 0, 'confidence': 0.975942850112915, 'box': [142, 287, 68, 130]}
{'class_id': 0, 'confidence': 0.9906723499298096, 'box': [281, 267, 168, 467]}
{'class_id': 0, 'confidence': 0.9898217916488647, 'box': [0, 275, 62, 288]}
{'class_id': 0, 'confidence': 0.9609574675559998, 'box': [144, 288, 68, 128]}
{'class_id': 0, 'confidence': 0.9905241131782532, 'box': [288, 269, 170, 461]}
{'class_id': 0, 'confidence': 0.9863529205322266, 'box': [0, 276, 63, 287]}
{'class_id': 0, 'confidence': 0.970740556716919, 'box': [146, 290, 68, 124]}
{'class_id': 0, 'confidence': 0.994856595993042, 'box': [429, 306, 214, 171]}
{'class_id': 0, 'confidence': 0.9906630516052246, 'box': [568, 289, 140, 141]}
{'class_id': 0, 'confidence': 0.9837918877601624, 'box': [8, 186, 129, 194]}
{'class_id': 0, 'confidence': 0.9680032730102539, 'box': [739, 239, 104, 241]}
{'class_id': 63, 'confidence': 0.9050254821777344, 'box': [579, 362, 63, 76]}
{'class_id': 73, 'confidence': 0.5315527319908142, 'box': [785, 233, 15, 34]}
{'class_id': 0, 'confidence': 0.9916841387748718, 'box': [288, 271, 170, 462]}
{'class_id': 0, 'confidence': 0.9889917969703674, 'box': [0, 277, 64, 285]}
{'class_id': 0, 'confidence': 0.9782232642173767, 'box': [147, 290, 67, 125]}
{'class_id': 0, 'confidence': 0.9950007200241089, 'box': [431, 309, 212, 168]}
{'class_id': 0, 'confidence': 0.9938305020332336, 'box': [569, 291, 138, 138]}
{'class_id': 0, 'confidence': 0.9833776950836182, 'box': [8, 185, 129, 195]}
{'class_id': 0, 'confidence': 0.9738163352012634, 'box': [739, 238, 104, 242]}
{'class_id': 63, 'confidence': 0.8973321914672852, 'box': [579, 362, 64, 76]}
{'class_id': 73, 'confidence': 0.5790554285049438, 'box': [785, 232, 15, 35]}
{'class_id': 0, 'confidence': 0.9929390549659729, 'box': [288, 273, 169, 462]}
{'class_id': 0, 'confidence': 0.9911003708839417, 'box': [0, 277, 65, 286]}
{'class_id': 0, 'confidence': 0.937021017074585, 'box': [148, 291, 68, 123]}
{'class_id': 0, 'confidence': 0.9949348568916321, 'box': [570, 290, 138, 138]}
{'class_id': 0, 'confidence': 0.994057834148407, 'box': [430, 308, 214, 168]}
{'class_id': 0, 'confidence': 0.9842490553855896, 'box': [9, 186, 130, 195]}
{'class_id': 0, 'confidence': 0.9703080058097839, 'box': [737, 241, 105, 238]}
{'class_id': 63, 'confidence': 0.8910835385322571, 'box': [580, 362, 64, 75]}
{'class_id': 73, 'confidence': 0.5666984915733337, 'box': [785, 232, 15, 35]}
{'class_id': 0, 'confidence': 0.9929338693618774, 'box': [290, 270, 168, 470]}
{'class_id': 0, 'confidence': 0.9924941062927246, 'box': [0, 276, 65, 287]}
{'class_id': 0, 'confidence': 0.9269477128982544, 'box': [148, 292, 68, 123]}
{'class_id': 0, 'confidence': 0.9951733946800232, 'box': [568, 290, 141, 138]}
{'class_id': 0, 'confidence': 0.9933463931083679, 'box': [430, 308, 216, 168]}
{'class_id': 0, 'confidence': 0.9777259230613708, 'box': [10, 183, 130, 199]}
{'class_id': 0, 'confidence': 0.9686377048492432, 'box': [736, 239, 107, 239]}
{'class_id': 63, 'confidence': 0.8767373561859131, 'box': [581, 362, 63, 75]}
{'class_id': 73, 'confidence': 0.6031196713447571, 'box': [785, 232, 15, 36]}
{'class_id': 62, 'confidence': 0.509250283241272, 'box': [603, 94, 182, 167]}
{'class_id': 0, 'confidence': 0.9908158183097839, 'box': [0, 274, 66, 291]}
{'class_id': 0, 'confidence': 0.9903080463409424, 'box': [289, 271, 168, 469]}
{'class_id': 0, 'confidence': 0.9438311457633972, 'box': [150, 289, 69, 129]}
{'class_id': 0, 'confidence': 0.9940776824951172, 'box': [570, 289, 139, 140]}
{'class_id': 0, 'confidence': 0.9910328984260559, 'box': [423, 303, 252, 175]}
{'class_id': 0, 'confidence': 0.9743450284004211, 'box': [11, 182, 130, 202]}
{'class_id': 0, 'confidence': 0.9679003357887268, 'box': [738, 236, 106, 244]}
{'class_id': 63, 'confidence': 0.905158519744873, 'box': [581, 361, 64, 77]}
{'class_id': 73, 'confidence': 0.6441653370857239, 'box': [785, 232, 15, 35]}
{'class_id': 62, 'confidence': 0.5150170922279358, 'box': [601, 95, 185, 165]}
{'class_id': 0, 'confidence': 0.9908536076545715, 'box': [289, 269, 167, 475]}
{'class_id': 0, 'confidence': 0.9896232485771179, 'box': [0, 279, 64, 295]}
{'class_id': 0, 'confidence': 0.9325900077819824, 'box': [151, 291, 69, 126]}
{'class_id': 0, 'confidence': 0.9939255714416504, 'box': [570, 289, 140, 139]}
{'class_id': 0, 'confidence': 0.9913265705108643, 'box': [432, 309, 214, 167]}
{'class_id': 0, 'confidence': 0.9776350855827332, 'box': [8, 182, 134, 202]}
{'class_id': 0, 'confidence': 0.9510341286659241, 'box': [737, 241, 107, 236]}
{'class_id': 63, 'confidence': 0.9017375111579895, 'box': [580, 361, 65, 78]}
{'class_id': 73, 'confidence': 0.533087968826294, 'box': [785, 232, 15, 36]}
{'class_id': 0, 'confidence': 0.9891983866691589, 'box': [0, 274, 65, 291]}
{'class_id': 0, 'confidence': 0.9865744709968567, 'box': [280, 266, 170, 484]}
{'class_id': 0, 'confidence': 0.9634091854095459, 'box': [151, 290, 70, 128]}
{'class_id': 0, 'confidence': 0.9932757616043091, 'box': [571, 289, 139, 138]}
{'class_id': 0, 'confidence': 0.9891111850738525, 'box': [433, 311, 214, 166]}
{'class_id': 0, 'confidence': 0.9809673428535461, 'box': [8, 182, 133, 203]}
{'class_id': 0, 'confidence': 0.948417603969574, 'box': [736, 242, 108, 234]}
{'class_id': 63, 'confidence': 0.898243248462677, 'box': [581, 360, 65, 79]}
{'class_id': 0, 'confidence': 0.9891830086708069, 'box': [-1, 275, 66, 289]}
{'class_id': 0, 'confidence': 0.9885644316673279, 'box': [279, 265, 171, 485]}
{'class_id': 0, 'confidence': 0.9571359753608704, 'box': [151, 290, 70, 127]}
{'class_id': 0, 'confidence': 0.9942917823791504, 'box': [571, 289, 139, 137]}
{'class_id': 0, 'confidence': 0.9876275062561035, 'box': [435, 311, 218, 165]}
{'class_id': 0, 'confidence': 0.9775134921073914, 'box': [6, 181, 135, 204]}
{'class_id': 0, 'confidence': 0.9669118523597717, 'box': [736, 243, 108, 231]}
{'class_id': 63, 'confidence': 0.85999596118927, 'box': [583, 361, 62, 77]}
{'class_id': 0, 'confidence': 0.9867094159126282, 'box': [0, 277, 65, 300]}
{'class_id': 0, 'confidence': 0.9842600226402283, 'box': [279, 262, 171, 495]}
{'class_id': 0, 'confidence': 0.9748148322105408, 'box': [152, 288, 70, 131]}
{'class_id': 0, 'confidence': 0.9944007992744446, 'box': [573, 290, 138, 136]}
{'class_id': 0, 'confidence': 0.9893041253089905, 'box': [434, 311, 215, 166]}
{'class_id': 0, 'confidence': 0.9799946546554565, 'box': [8, 181, 133, 203]}
{'class_id': 0, 'confidence': 0.9487833380699158, 'box': [738, 247, 106, 224]}
{'class_id': 63, 'confidence': 0.8704085350036621, 'box': [584, 362, 60, 76]}
{'class_id': 0, 'confidence': 0.9890178442001343, 'box': [0, 280, 65, 296]}
{'class_id': 0, 'confidence': 0.981406033039093, 'box': [279, 264, 171, 493]}
{'class_id': 0, 'confidence': 0.9627568125724792, 'box': [152, 289, 70, 130]}
{'class_id': 0, 'confidence': 0.9940479397773743, 'box': [572, 289, 140, 138]}
{'class_id': 0, 'confidence': 0.9912248849868774, 'box': [436, 309, 212, 167]}
{'class_id': 0, 'confidence': 0.979832112789154, 'box': [9, 181, 133, 203]}
{'class_id': 0, 'confidence': 0.9474133253097534, 'box': [738, 248, 105, 221]}
{'class_id': 63, 'confidence': 0.8884292840957642, 'box': [584, 362, 59, 76]}
{'class_id': 0, 'confidence': 0.9872424602508545, 'box': [0, 278, 64, 301]}
{'class_id': 0, 'confidence': 0.9841429591178894, 'box': [289, 262, 167, 499]}
{'class_id': 0, 'confidence': 0.9395782351493835, 'box': [152, 290, 70, 130]}
{'class_id': 0, 'confidence': 0.9944839477539062, 'box': [571, 287, 141, 141]}
{'class_id': 0, 'confidence': 0.9900701642036438, 'box': [439, 309, 210, 167]}
{'class_id': 0, 'confidence': 0.9763222336769104, 'box': [10, 182, 132, 202]}
{'class_id': 0, 'confidence': 0.9679898619651794, 'box': [738, 244, 106, 229]}
{'class_id': 63, 'confidence': 0.8796014785766602, 'box': [585, 361, 60, 77]}
{'class_id': 73, 'confidence': 0.5512812733650208, 'box': [797, 231, 20, 33]}
{'class_id': 0, 'confidence': 0.9894140362739563, 'box': [0, 278, 63, 302]}
{'class_id': 0, 'confidence': 0.9803960919380188, 'box': [278, 258, 174, 509]}
{'class_id': 0, 'confidence': 0.9371612071990967, 'box': [152, 291, 70, 128]}
{'class_id': 0, 'confidence': 0.9946233630180359, 'box': [-1, 275, 58, 284]}
{'class_id': 0, 'confidence': 0.9893513321876526, 'box': [280, 267, 167, 458]}
{'class_id': 0, 'confidence': 0.9459400773048401, 'box': [137, 288, 68, 128]}
{'class_id': 0, 'confidence': 0.9946083426475525, 'box': [280, 268, 167, 459]}
{'class_id': 0, 'confidence': 0.9939846396446228, 'box': [-1, 276, 60, 284]}
{'class_id': 0, 'confidence': 0.9420577883720398, 'box': [138, 287, 69, 129]}
{'class_id': 0, 'confidence': 0.9949392080307007, 'box': [280, 267, 167, 462]}
{'class_id': 0, 'confidence': 0.9923161864280701, 'box': [-1, 277, 60, 282]}
{'class_id': 0, 'confidence': 0.9742926955223083, 'box': [139, 285, 69, 133]}
{'class_id': 0, 'confidence': 0.9921884536743164, 'box': [281, 268, 167, 463]}
{'class_id': 0, 'confidence': 0.9903087615966797, 'box': [0, 275, 61, 286]}
{'class_id': 0, 'confidence': 0.975942850112915, 'box': [142, 287, 68, 130]}
{'class_id': 0, 'confidence': 0.9906723499298096, 'box': [281, 267, 168, 467]}
{'class_id': 0, 'confidence': 0.9898217916488647, 'box': [0, 275, 62, 288]}
{'class_id': 0, 'confidence': 0.9609574675559998, 'box': [144, 288, 68, 128]}
{'class_id': 0, 'confidence': 0.9905241131782532, 'box': [288, 269, 170, 461]}
{'class_id': 0, 'confidence': 0.9863529205322266, 'box': [0, 276, 63, 287]}
{'class_id': 0, 'confidence': 0.970740556716919, 'box': [146, 290, 68, 124]}
{'class_id': 0, 'confidence': 0.9916841387748718, 'box': [288, 271, 170, 462]}
{'class_id': 0, 'confidence': 0.9889917969703674, 'box': [0, 277, 64, 285]}
{'class_id': 0, 'confidence': 0.9782232642173767, 'box': [147, 290, 67, 125]}
